-1786038.2847271250	  inf
-1353167.3977327629	2.42364e-01
-1350586.9200043040	1.90699e-03
-1351113.0329275124	-3.89544e-04
-1349527.7893956734	1.17329e-03
-1350761.8384807839	-9.14430e-04
-1351106.4543693801	-2.55127e-04
-1351870.4898370367	-5.65489e-04
-1351944.9910714999	-5.51097e-05
-1351869.8567869724	5.55750e-05
